No.,Time,Source,Destination,Protocol,Length,Info,Label,Dst_Port,Service_Name,Risk_Level,Risk_Score,Is_High_Risk,Time_Diff,Bytes_Per_Sec
55258,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55259,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55260,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55261,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55262,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55263,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55264,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55265,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55266,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55267,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55268,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55269,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55270,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55271,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55272,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55273,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55274,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55275,364.942261,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55276,364.943055,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0007940000000417058,1445190.1565321332
55277,364.943055,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55278,364.943055,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55279,364.943055,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55280,364.943055,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55281,364.943055,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55282,364.943055,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55287,364.945265,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0022099999999909414,559307.3593095527
55288,364.945265,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55289,364.945265,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55290,364.945265,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55298,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.013133999999979551,97627.32356067677
55299,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55300,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55301,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55302,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55303,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55304,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55305,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55306,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55307,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55308,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55309,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55310,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55311,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55312,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55313,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55314,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55315,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55316,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55317,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55318,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55319,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55320,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55321,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55322,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55323,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55324,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55325,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55326,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55327,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55328,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55329,364.958399,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55333,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.00504399999999805,251166.40746510297
55334,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55335,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55336,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55337,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55338,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55339,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55340,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55341,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55342,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55343,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55344,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55345,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55346,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55347,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55348,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55349,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55350,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55351,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55352,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55353,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55354,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55355,364.963443,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55360,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.02197900000004438,58517.142986430685
55361,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55362,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55363,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55364,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55365,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55366,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55367,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55368,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55369,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55370,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55371,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55372,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55373,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55374,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55375,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55376,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55377,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55378,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55379,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55380,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55381,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55382,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55383,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55384,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55385,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55386,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55387,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55388,364.985422,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55391,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.008125999999947453,157062.97106835074
55392,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55393,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55394,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55395,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55396,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55397,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55398,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55399,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55400,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55401,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55402,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55403,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55404,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55405,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55406,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55407,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55408,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55409,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55410,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55411,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55412,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55413,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55414,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55415,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55416,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55417,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55418,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55419,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55420,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55421,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55422,364.993548,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55423,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0010620000000471919,1111876.0756863412
55424,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55425,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55426,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55427,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55428,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55429,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55430,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55431,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55432,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55433,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55434,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55435,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55436,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55437,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55438,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55439,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55440,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55441,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55442,364.99461,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55449,364.995788,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0011779999999816937,1010954.6166029004
55450,364.995788,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
55451,364.995788,212.156.182.77,10.5.1.26,UDP,1292,443  >  49378 Len=1250,0,49378,Dinamik/Gecici Port,Orta,40.0,0,0.0,12920000.0
